X,,,Y,OBJECTID,NAME,LINES,ATCOCODE,MODES,ACCESSIBILITY,NIGHT_TUBE,NETWORK,DATASET_LAST_UPDATED,FULL_NAME
527046.7044,30967.7044,51.5553,181758.9463,272,Edgware Road (Bakerloo),Bakerloo,940GZZLUERB,"tube, bus",Not Accessible,No,London Underground,2021/11/29 00:00:00+00,Edgware Road (Bakerloo) station
527220.0675,31141.0675,51.8439,181696.8814,170,Edgware Road (Circle Line),Circle,940GZZLUERC,"bus, tube",Partially Accessible - Interchange Only,No,London Underground,2021/11/29 00:00:00+00,Edgware Road (Circle Line) station
527221.696,31142.696,51.847,189183.6545,471,East Finchley,Northern,940GZZLUEFY,"tube, bus",Not Accessible,Yes,London Underground,2021/11/29 00:00:00+00,East Finchley station
527353.7983,31274.7983,52.0665,185088.897399999,280,Belsize Park,Northern,940GZZLUBZP,"bus, tube",Not Accessible,Yes,London Underground,2021/11/29 00:00:00+00,Belsize Park station
527433.7399,31354.7399,52.1996,171443.250700001,224,Tooting Broadway,Northern,940GZZLUTBY,"tube, bus",Not Accessible,Yes,London Underground,2021/11/29 00:00:00+00,Tooting Broadway station
527458.7894,31379.7894,52.2413,181957.287599999,275,Marylebone,Bakerloo,940GZZLUMYB,tube,Not Accessible,No,London Underground,2021/11/29 00:00:00+00,Marylebone station
527709.677,31630.677,52.659,179635.9859,146,Knightsbridge,Piccadilly,940GZZLUKNB,"tube, bus",Not Accessible,Yes,London Underground,2021/11/29 00:00:00+00,Knightsbridge station
527954.6729,31875.6729,53.0669,182063.567500001,169,Baker Street,"Metropolitan, Bakerloo, Circle, Jubilee, Hammersmith & City",940GZZLUBST,"bus, tube",Partially Accessible - Interchange Only,Yes,London Underground,2021/11/29 00:00:00+00,Baker Street station
527960.1312,31881.1312,53.0760,181017.4747,203,Marble Arch,Central,940GZZLUMBA,"tube, bus",Not Accessible,Yes,London Underground,2021/11/29 00:00:00+00,Marble Arch station
528047.2745,31968.2745,53.2210,172373.6505,225,Tooting Bec,Northern,940GZZLUTBC,"tube, bus",Not Accessible,Yes,London Underground,2021/11/29 00:00:00+00,Tooting Bec station
528090.7172,32011.7172,53.2934,178654.7576,277,Sloane Square,"District, Circle",940GZZLUSSQ,"bus, tube",Not Accessible,No,London Underground,2021/11/29 00:00:00+00,Sloane Square station
528140.5216,32061.5216,53.3763,196370.205600001,154,Cockfosters,Piccadilly,940GZZLUCKS,"bus, tube",Not Accessible,Yes,London Underground,2021/11/29 00:00:00+00,Cockfosters station
528202.4569,32123.4569,53.4794,184390.607000001,233,Chalk Farm,Northern,940GZZLUCFM,"bus, tube",Not Accessible,Yes,London Underground,2021/11/29 00:00:00+00,Chalk Farm station
528213.2383,32134.2383,53.4973,179816.724099999,145,Hyde Park Corner,Piccadilly,940GZZLUHPC,"tube, bus",Not Accessible,Yes,London Underground,2021/11/29 00:00:00+00,Hyde Park Corner station
528480.3274,32401.3274,53.9420,173244.480799999,440,Balham,Northern,940GZZLUBLM,tube,Not Accessible,Yes,London Underground,2021/11/29 00:00:00+00,Balham station
528490.674,32411.674,53.959,181117.635,204,Bond Street,"Central, Jubilee",940GZZLUBND,"tube, bus",Fully Accessible,Yes,London Underground,2021/11/29 00:00:00+00,Bond Street station
528534.7964,32455.7964,54.0327,188180.791099999,472,Highgate,Northern,940GZZLUHGT,"bus, tube",Not Accessible,Yes,London Underground,2021/11/29 00:00:00+00,Highgate station
528699.2958,32620.2958,54.3065,182113.1305,276,Regent's Park,Bakerloo,940GZZLURGP,"tube, bus",Not Accessible,No,London Underground,2021/11/29 00:00:00+00,Regent's Park station
528834.0334,32755.0334,54.5308,174322.7074,226,Clapham South,Northern,940GZZLUCPS,"tube, bus",Not Accessible,Yes,London Underground,2021/11/29 00:00:00+00,Clapham South station
528837.973,32758.973,54.537,182179.857899999,388,Great Portland Street,"Metropolitan, Circle, Hammersmith & City",940GZZLUGPS,"bus, tube",Not Accessible,No,London Underground,2021/11/29 00:00:00+00,Great Portland Street station
528910.2525,32831.2525,54.6577,183893.5725,441,Camden Town,Northern,940GZZLUCTN,"bus, tube",Partially Accessible - Interchange Only,Yes,London Underground,2021/11/29 00:00:00+00,Camden Town station
528998.7715,32919.7715,54.8051,179129.9345,185,Victoria,"District, Circle, Victoria",940GZZLUVIC,tube,Partially Accessible,Yes,London Underground,2021/11/29 00:00:00+00,Victoria station
529007.2306,32928.2306,54.8192,180294.834799999,293,Green Park,"Piccadilly, Victoria, Jubilee",940GZZLUGPK,"bus, tube",Fully Accessible,Yes,London Underground,2021/11/29 00:00:00+00,Green Park station
529009.0105,32930.0105,54.8221,185127.159,234,Kentish Town,Northern,940GZZLUKSH,tube,Not Accessible,No,London Underground,2021/11/29 00:00:00+00,Kentish Town station
529024.8784,32945.8784,54.8485,177247.2655,379,Battersea Power Station,Northern,,tube,,Yes,London Underground,2021/11/29 00:00:00+00,Battersea Power Station station
529046.6139,32967.6139,54.8847,181236.3369,210,Oxford Circus,"Central, Bakerloo, Victoria",940GZZLUOXC,"tube, bus",Partially Accessible - Interchange Only,Yes,London Underground,2021/11/29 00:00:00+00,Oxford Circus station
529148.7021,33069.7021,55.0547,185859.620100001,235,Tufnell Park,Northern,940GZZLUTFP,"bus, tube",Not Accessible,Yes,London Underground,2021/11/29 00:00:00+00,Tufnell Park station
529191.6489,33112.6489,55.1262,183397.127499999,232,Mornington Crescent,Northern,940GZZLUMTC,"bus, tube",Not Accessible,Yes,London Underground,2021/11/29 00:00:00+00,Mornington Crescent station
529248.7448,33169.7448,55.2212,182266.0339,189,Warren Street,"Northern, Victoria",940GZZLUWRR,"tube, bus",Not Accessible,Yes,London Underground,2021/11/29 00:00:00+00,Warren Street station
529355.1742,33276.1742,55.3984,192497.914799999,152,Arnos Grove,Piccadilly,940GZZLUASG,"tube, bus",Not Accessible,Yes,London Underground,2021/11/29 00:00:00+00,Arnos Grove station
529363.5176,33284.5176,55.4123,186721.2423,223,Archway,Northern,940GZZLUACY,"bus, tube",Not Accessible,Yes,London Underground,2021/11/29 00:00:00+00,Archway station
529390.306,33311.306,55.457,195935.214400001,155,Oakwood,Piccadilly,910GENFCOAK,"bus, national-rail, tube",Fully Accessible,Yes,London Underground,2021/11/29 00:00:00+00,Oakwood station
529416.5999,33337.5999,55.5007,182393.381999999,168,Euston Square,"Metropolitan, Circle, Hammersmith & City",940GZZLUESQ,"tube, bus",Partially Accessible - Interchange Only,No,London Underground,2021/11/29 00:00:00+00,Euston Square station
529498.32,33419.32,55.64,182668.2502,285,Euston,"Northern, Victoria",940GZZLUEUS,tube,Partially Accessible,Yes,London Underground,2021/11/29 00:00:00+00,Euston station
529504.8104,33425.8104,55.6475,175338.249199999,227,Clapham Common,Northern,940GZZLUCPC,"tube, bus",Not Accessible,Yes,London Underground,2021/11/29 00:00:00+00,Clapham Common station
529537.2731,33458.2731,55.7016,181836.5931,229,Goodge Street,Northern,940GZZLUGDG,"tube, bus",Not Accessible,Yes,London Underground,2021/11/29 00:00:00+00,Goodge Street station
529612.6446,33533.6446,55.8271,180665.529899999,268,Piccadilly Circus,"Bakerloo, Piccadilly",940GZZLUPCC,"bus, tube",Not Accessible,Yes,London Underground,2021/11/29 00:00:00+00,Piccadilly Circus station
529646.6061,33567.6061,55.8836,179498.074100001,398,St. James's Park,"District, Circle",940GZZLUSJP,tube,Not Accessible,No,London Underground,2021/11/29 00:00:00+00,St. James's Park station
529670.6464,33591.6464,55.9236,178332.5964,187,Pimlico,Victoria,940GZZLUPCO,"tube, bus",Not Accessible,Yes,London Underground,2021/11/29 00:00:00+00,Pimlico station
529675.8503,33596.8503,55.9323,194264.9911,153,Southgate,Piccadilly,940GZZLUSGT,"tube, bus",Not Accessible,Yes,London Underground,2021/11/29 00:00:00+00,Southgate station
529815.381,33736.381,56.165,181382.496200001,230,Tottenham Court Road,"Central, Northern",940GZZLUTCR,"bus, tube",Fully Accessible,Yes,London Underground,2021/11/29 00:00:00+00,Tottenham Court Road station
529980.4296,33901.4296,56.4394,180824.482000001,147,Leicester Square,"Piccadilly, Northern",940GZZLULSQ,"tube, bus",Not Accessible,Yes,London Underground,2021/11/29 00:00:00+00,Leicester Square station
529984.4864,33905.4864,56.4461,191469.272600001,282,Bounds Green,Piccadilly,940GZZLUBDS,"tube, bus",Not Accessible,Yes,London Underground,2021/11/29 00:00:00+00,Bounds Green station
529989.2567,33910.2567,56.4541,177345.628799999,380,Nine Elms,Northern,,tube,,Yes,London Underground,2021/11/29 00:00:00+00,Nine Elms station
530038.9661,33959.9661,56.5368,175743.4515,228,Clapham North,Northern,940GZZLUCPN,"tube, bus",Partially Accessible - Interchange Only,Yes,London Underground,2021/11/29 00:00:00+00,Clapham North station
530057.6992,33978.6992,56.5680,180378.381899999,269,Charing Cross,"Bakerloo, Northern",940GZZLUCHX,tube,Fully Accessible,Yes,London Underground,2021/11/29 00:00:00+00,Charing Cross station
530174.7976,34095.7976,56.7629,182874.774700001,167,King's Cross St. Pancras,"Metropolitan, Northern, Piccadilly, Circle, Victoria, Hammersmith & City",940GZZLUKSX,tube,Fully Accessible,Yes,London Underground,2021/11/29 00:00:00+00,King's Cross St. Pancras station
530195.6727,34116.6727,56.7977,179668.226399999,283,Westminster,"District, Circle, Jubilee",940GZZLUWSM,tube,Fully Accessible,Yes,London Underground,2021/11/29 00:00:00+00,Westminster station
530229.0927,34150.0927,56.8533,182127.7234,149,Russell Square,Piccadilly,940GZZLURSQ,"tube, bus",Not Accessible,Yes,London Underground,2021/11/29 00:00:00+00,Russell Square station
530250.6062,34171.6062,56.8892,181025.0034,148,Covent Garden,Piccadilly,940GZZLUCGN,tube,Not Accessible,Yes,London Underground,2021/11/29 00:00:00+00,Covent Garden station
530336.7953,34257.7953,57.0326,177973.004799999,188,Vauxhall,Victoria,940GZZLUVXL,tube,Not Accessible,Yes,London Underground,2021/11/29 00:00:00+00,Vauxhall station
530419.3254,34340.3254,57.1700,180395.871400001,259,Embankment,"District, Bakerloo, Northern, Circle",940GZZLUEMB,tube,Not Accessible,Yes,London Underground,2021/11/29 00:00:00+00,Embankment station
530460.3355,34381.3355,57.2383,176432.887399999,295,Stockwell,"Northern, Victoria",940GZZLUSKW,"bus, tube",Partially Accessible - Interchange Only,Yes,London Underground,2021/11/29 00:00:00+00,Stockwell station
530512.0615,34433.0615,57.3244,181525.070900001,211,Holborn,"Central, Piccadilly",940GZZLUHBN,"tube, bus",Not Accessible,Yes,London Underground,2021/11/29 00:00:00+00,Holborn station
530558.3633,34479.3633,57.4015,184969.7784,386,Caledonian Road,Piccadilly,940GZZLUCAR,"tube, bus",Fully Accessible,Yes,London Underground,2021/11/29 00:00:00+00,Caledonian Road station
530907.4434,34828.4434,57.9827,185449.7238,150,Holloway Road,Piccadilly,940GZZLUHWY,"tube, bus",Not Accessible,Yes,London Underground,2021/11/29 00:00:00+00,Holloway Road station
530958.661,34879.661,58.068,180802.829600001,157,Temple,"District, Circle",940GZZLUTMP,"tube, bus",Not Accessible,No,London Underground,2021/11/29 00:00:00+00,Temple station
530968.1802,34889.1802,58.0838,179961.9154,286,Waterloo,"Waterloo & City, Bakerloo, Northern, Jubilee",940GZZLUWLO,tube,Partially Accessible,Yes,London Underground,2021/11/29 00:00:00+00,Waterloo station
531014.9221,34935.9221,58.1616,190428.396500001,281,Wood Green,Piccadilly,940GZZLUWOG,"tube, bus",Not Accessible,Yes,London Underground,2021/11/29 00:00:00+00,Wood Green station
531052.3817,34973.3817,58.2240,175428.6555,186,Brixton,Victoria,940GZZLUBXN,tube,Fully Accessible,Yes,London Underground,2021/11/29 00:00:00+00,Brixton station
531123.9465,35044.9465,58.3431,181615.465500001,212,Chancery Lane,Central,940GZZLUCHL,"tube, bus",Not Accessible,Yes,London Underground,2021/11/29 00:00:00+00,Chancery Lane station
531133.5815,35054.5815,58.3591,179456.1932,271,Lambeth North,Bakerloo,940GZZLULBN,"bus, tube",Not Accessible,No,London Underground,2021/11/29 00:00:00+00,Lambeth North station
531170.2991,35091.2991,58.4203,177564.9022,236,Oval,Northern,940GZZLUOVL,"bus, tube",Not Accessible,Yes,London Underground,2021/11/29 00:00:00+00,Oval station
531305.0253,35226.0253,58.6446,186112.096899999,151,Arsenal,Piccadilly,940GZZLUASL,tube,Not Accessible,Yes,London Underground,2021/11/29 00:00:00+00,Arsenal station
531329.8862,35250.8862,58.6859,186775.332800001,294,Finsbury Park,"Piccadilly, Victoria",940GZZLUFPK,tube,Partially Accessible - Interchange Only,Yes,London Underground,2021/11/29 00:00:00+00,Finsbury Park station
531512.729,35433.729,58.990,189637.9518,399,Turnpike Lane,Piccadilly,940GZZLUTPN,"bus, tube",Not Accessible,Yes,London Underground,2021/11/29 00:00:00+00,Turnpike Lane station
531559.9989,35480.9989,59.0690,181873.9267,166,Farringdon,"Metropolitan, Circle, Hammersmith & City",940GZZLUFCN,tube,Fully Accessible,No,London Underground,2021/11/29 00:00:00+00,Farringdon station
531560.5615,35481.5615,59.0700,183099.9257,481,Angel,Northern,940GZZLUAGL,"tube, bus",Not Accessible,No,London Underground,2021/11/29 00:00:00+00,Angel station
531583.269,35504.269,59.108,184873.934800001,242,Highbury & Islington,Victoria,940GZZLUHAI,tube,Partially Accessible,Yes,London Underground,2021/11/29 00:00:00+00,Highbury & Islington station
531592.3412,35513.3412,59.1229,180073.990499999,333,Southwark,Jubilee,940GZZLUSWK,"bus, tube",Fully Accessible,Yes,London Underground,2021/11/29 00:00:00+00,Southwark station
531598.8041,35519.8041,59.1336,178299.556299999,237,Kennington,Northern,940GZZLUKNG,"tube, bus",Partially Accessible - Interchange Only,Yes,London Underground,2021/11/29 00:00:00+00,Kennington station
531693.8776,35614.8776,59.2919,180893.0855,158,Blackfriars,"District, Circle",940GZZLUBKF,tube,Fully Accessible,No,London Underground,2021/11/29 00:00:00+00,Blackfriars station
531908.9646,35829.9646,59.6500,179141.8869,270,Elephant & Castle,"Northern, Bakerloo",940GZZLUEAC,tube,Partially Accessible,No,London Underground,2021/11/29 00:00:00+00,Elephant & Castle station
532004.2025,35925.2025,59.8086,181856.329700001,165,Barbican,"Metropolitan, Circle, Hammersmith & City",940GZZLUBBN,"tube, bus",Not Accessible,No,London Underground,2021/11/29 00:00:00+00,Barbican station
532047.6613,35968.6613,59.8809,187481.789999999,156,Manor House,Piccadilly,940GZZLUMRH,"bus, tube",Not Accessible,Yes,London Underground,2021/11/29 00:00:00+00,Manor House station
532108.3512,36029.3512,59.9819,181274.1885,111,St. Paul's,Central,940GZZLUSPU,"bus, tube",Not Accessible,Yes,London Underground,2021/11/29 00:00:00+00,St. Paul's station
532354.1684,36275.1684,60.3912,180931.563200001,159,Mansion House,"District, Circle",940GZZLUMSH,"tube, bus",Not Accessible,No,London Underground,2021/11/29 00:00:00+00,Mansion House station
532439.9633,36360.9633,60.5340,179751.461100001,479,Borough,Northern,940GZZLUBOR,"bus, tube",Partially Accessible,No,London Underground,2021/11/29 00:00:00+00,Borough station
532611.4757,36532.4757,60.8195,180900.064999999,160,Cannon Street,"District, Circle",940GZZLUCST,tube,Partially Accessible,No,London Underground,2021/11/29 00:00:00+00,Cannon Street station
532667.8252,36588.8252,60.9134,181668.244999999,164,Moorgate,"Metropolitan, Northern, Circle, Hammersmith & City",940GZZLUMGT,tube,Not Accessible,No,London Underground,2021/11/29 00:00:00+00,Moorgate station
532683.0478,36604.0478,60.9387,180188.852299999,334,London Bridge,"Northern, Jubilee",940GZZLULNB,tube,Fully Accessible,Yes,London Underground,2021/11/29 00:00:00+00,London Bridge station
532710.1551,36631.1551,60.9838,181119.8978,209,Bank,"Waterloo & City, Northern, Central",940GZZLUBNK,tube,Not Accessible,Yes,London Underground,2021/11/29 00:00:00+00,Bank station
532764.4507,36685.4507,61.0742,182418.811100001,480,Old Street,Northern,940GZZLUODS,tube,Not Accessible,No,London Underground,2021/11/29 00:00:00+00,Old Street station
532911.9191,36832.9191,61.3197,180824.076099999,387,Monument,"District, Circle",940GZZLUMMT,"tube, bus",Partially Accessible - Interchange Only,No,London Underground,2021/11/29 00:00:00+00,Monument station
533093.853,37014.853,61.623,181566.9186,163,Liverpool Street,"Metropolitan, Central, Circle, Hammersmith & City",940GZZLULVT,tube,Partially Accessible,Yes,London Underground,2021/11/29 00:00:00+00,Liverpool Street station
533579.4477,37500.4477,62.4310,180755.3849,161,Tower Hill,"District, Circle",940GZZLUTWH,tube,Not Accessible,No,London Underground,2021/11/29 00:00:00+00,Tower Hill station
533613.1509,37534.1509,62.4871,181262.295499999,162,Aldgate,"Metropolitan, Circle",940GZZLUALD,"bus, tube",Not Accessible,No,London Underground,2021/11/29 00:00:00+00,Aldgate station
533642.8986,37563.8986,62.5367,188930.9134,483,Seven Sisters,Victoria,940GZZLUSVS,tube,Not Accessible,Yes,London Underground,2021/11/29 00:00:00+00,Seven Sisters station
533936.1921,37857.1921,63.0249,181374.788000001,309,Aldgate East,"Hammersmith & City, District",940GZZLUADE,"bus, tube",Not Accessible,No,London Underground,2021/11/29 00:00:00+00,Aldgate East station
534459.7378,38380.7378,63.8965,179416.223200001,214,Bermondsey,Jubilee,940GZZLUBMY,"tube, bus",Fully Accessible,Yes,London Underground,2021/11/29 00:00:00+00,Bermondsey station
534484.4517,38405.4517,63.9377,189470.7161,244,Tottenham Hale,Victoria,940GZZLUTMH,tube,Fully Accessible,Yes,London Underground,2021/11/29 00:00:00+00,Tottenham Hale station
534644.6261,38565.6261,64.2043,181850.3379,310,Whitechapel,"District, Hammersmith & City",940GZZLUWPL,tube,Not Accessible,No,London Underground,2021/11/29 00:00:00+00,Whitechapel station
535043.5417,38964.5417,64.8685,182718.410700001,113,Bethnal Green,Central,940GZZLUBLG,"bus, tube",Not Accessible,Yes,London Underground,2021/11/29 00:00:00+00,Bethnal Green station
535456.6419,39377.6419,65.5562,179467.0078,213,Canada Water,Jubilee,940GZZLUCWR,tube,Fully Accessible,Yes,London Underground,2021/11/29 00:00:00+00,Canada Water station
535621.3116,39542.3116,65.8303,182135.557,435,Stepney Green,"District, Hammersmith & City",940GZZLUSGN,"bus, tube",Not Accessible,No,London Underground,2021/11/29 00:00:00+00,Stepney Green station
535760.6278,39681.6278,66.0623,189370.2981,243,Blackhorse Road,Victoria,940GZZLUBLR,tube,Not Accessible,Yes,London Underground,2021/11/29 00:00:00+00,Blackhorse Road station
536500.7831,40421.7831,67.2945,182534.4935,112,Mile End,"District, Hammersmith & City, Central",940GZZLUMED,"bus, tube",Partially Accessible - Interchange Only,Yes,London Underground,2021/11/29 00:00:00+00,Mile End station
537089.8973,41010.8973,68.2753,182735.951300001,311,Bow Road,"District, Hammersmith & City",940GZZLUBWR,"bus, tube",Not Accessible,No,London Underground,2021/11/29 00:00:00+00,Bow Road station
537176.4746,41097.4746,68.4194,188994.332599999,289,Walthamstow Central,Victoria,940GZZLUWWL,tube,Not Accessible,Yes,London Underground,2021/11/29 00:00:00+00,Walthamstow Central station
537677.3398,41598.3398,69.2532,180139.731799999,215,Canary Wharf,Jubilee,940GZZLUCYF,tube,Fully Accessible,Yes,London Underground,2021/11/29 00:00:00+00,Canary Wharf station
538049.5634,41970.5634,69.8729,182523.513599999,395,Bromley-by-Bow,"District, Hammersmith & City",940GZZLUBBB,"bus, tube",Not Accessible,No,London Underground,2021/11/29 00:00:00+00,Bromley-by-Bow station
538367.4374,42288.4374,70.4021,186075.853599999,114,Leyton,Central,940GZZLULYN,"bus, tube",Not Accessible,Yes,London Underground,2021/11/29 00:00:00+00,Leyton station
538530.0487,42451.0487,70.6728,184394.6448,317,Stratford,"Central, Jubilee",940GZZLUSTD,tube,Fully Accessible,Yes,London Underground,2021/11/29 00:00:00+00,Stratford station
539130.9809,43051.9809,71.6733,182944.644300001,288,West Ham,"District, Hammersmith & City, Jubilee",940GZZLUWHM,tube,Fully Accessible,Yes,London Underground,2021/11/29 00:00:00+00,West Ham station
539215.8219,43136.8219,71.8145,179859.374399999,216,North Greenwich,Jubilee,940GZZLUNGW,tube,Fully Accessible,Yes,London Underground,2021/11/29 00:00:00+00,North Greenwich station
539279.2763,43200.2763,71.9201,187404.735400001,116,Leytonstone,Central,940GZZLULYS,"bus, tube",Not Accessible,Yes,London Underground,2021/11/29 00:00:00+00,Leytonstone station
539428.3256,43349.3256,72.1683,181377.274,217,Canning Town,Jubilee,940GZZLUCGT,tube,Fully Accessible,No,London Underground,2021/11/29 00:00:00+00,Canning Town station
540003.2462,43924.2462,73.1254,183297.1438,126,Plaistow,"District, Hammersmith & City",940GZZLUPLW,"tube, bus",Not Accessible,No,London Underground,2021/11/29 00:00:00+00,Plaistow station
540156.7713,44077.7713,73.3810,188804.041300001,115,Snaresbrook,Central,940GZZLUSNB,"bus, tube",Not Accessible,Yes,London Underground,2021/11/29 00:00:00+00,Snaresbrook station
540535.7362,44456.7362,74.0119,190062.669600001,118,South Woodford,Central,940GZZLUSWF,"bus, tube",Partially Accessible,Yes,London Underground,2021/11/29 00:00:00+00,South Woodford station
540673.1526,44594.1526,74.2407,188253.507300001,117,Wanstead,Central,940GZZLUWSD,"bus, tube",Not Accessible,Yes,London Underground,2021/11/29 00:00:00+00,Wanstead station
540949.981,44870.981,74.702,191740.0184,122,Woodford,Central,940GZZLUWOF,"tube, bus",Fully Accessible,Yes,London Underground,2021/11/29 00:00:00+00,Woodford station
541254.2061,45175.2061,75.2080,183793.485200001,127,Upton Park,"District, Hammersmith & City",940GZZLUUPK,"bus, tube",Not Accessible,No,London Underground,2021/11/29 00:00:00+00,Upton Park station
541589.7031,45510.7031,75.7666,192894.9639,123,Roding Valley,Central,940GZZLURVY,tube,Fully Accessible,No,London Underground,2021/11/29 00:00:00+00,Roding Valley station
541777.5666,45698.5666,76.0793,193891.179,246,Buckhurst Hill,Central,940GZZLUBKH,"tube, bus",Not Accessible,Yes,London Underground,2021/11/29 00:00:00+00,Buckhurst Hill station
541834.4862,45755.4862,76.1741,188358.000499999,252,Redbridge,Central,940GZZLURBG,"bus, tube",Not Accessible,Yes,London Underground,2021/11/29 00:00:00+00,Redbridge station
542318.8891,46239.8891,76.9805,195612.3879,247,Loughton,Central,940GZZLULGN,"tube, bus",Not Accessible,Yes,London Underground,2021/11/29 00:00:00+00,Loughton station
542463.3563,46384.3563,77.2210,184275.4352,128,East Ham,"District, Hammersmith & City",940GZZLUEHM,"bus, tube",Fully Accessible,No,London Underground,2021/11/29 00:00:00+00,East Ham station
543273.6779,47194.6779,78.5701,188430.207599999,394,Gants Hill,Central,940GZZLUGTH,"bus, tube",Not Accessible,Yes,London Underground,2021/11/29 00:00:00+00,Gants Hill station
543795.2009,47716.2009,79.4383,193021.039000001,124,Chigwell,Central,940GZZLUCWL,"bus, tube",Not Accessible,No,London Underground,2021/11/29 00:00:00+00,Chigwell station
544272.9229,48193.9229,80.2336,196121.782099999,250,Debden,Central,940GZZLUDBN,tube,Partially Accessible,No,London Underground,2021/11/29 00:00:00+00,Debden station
544358.8052,48279.8052,80.3766,184382.179,400,Barking,"District, Hammersmith & City",940GZZLUBKG,tube,Fully Accessible,No,London Underground,2021/11/29 00:00:00+00,Barking station
544798.7557,48719.7557,81.1090,189493.9487,120,Barkingside,Central,940GZZLUBKE,"tube, bus",Partially Accessible,Yes,London Underground,2021/11/29 00:00:00+00,Barkingside station
544920.2921,48841.2921,81.3114,188384.718599999,119,Newbury Park,Central,940GZZLUNBP,"tube, bus",Not Accessible,Yes,London Underground,2021/11/29 00:00:00+00,Newbury Park station
544935.5979,48856.5979,81.3368,190594.5734,121,Fairlop,Central,940GZZLUFLP,tube,Not Accessible,Yes,London Underground,2021/11/29 00:00:00+00,Fairlop station
544967.3103,48888.3103,81.3896,192558.691299999,249,Grange Hill,Central,940GZZLUGGH,"tube, bus",Not Accessible,No,London Underground,2021/11/29 00:00:00+00,Grange Hill station
545079.8923,49000.8923,81.5771,191498.1822,248,Hainault,Central,940GZZLUHLT,"tube, bus",Fully Accessible,Yes,London Underground,2021/11/29 00:00:00+00,Hainault station
545541.5127,49462.5127,82.3456,199100.828500001,484,Theydon Bois,Central,940GZZLUTHB,tube,Partially Accessible,No,London Underground,2021/11/29 00:00:00+00,Theydon Bois station
545845.6808,49766.6808,82.8519,184254.344900001,133,Upney,District,940GZZLUUPY,"tube, bus",Fully Accessible,No,London Underground,2021/11/29 00:00:00+00,Upney station
546209.4306,50130.4306,83.4575,201538.4,251,Epping,Central,940GZZLUEPG,tube,Fully Accessible,No,London Underground,2021/11/29 00:00:00+00,Epping station
547627.5438,51548.5438,85.8184,184527.341,184,Becontree,District,940GZZLUBEC,"tube, bus",Not Accessible,No,London Underground,2021/11/29 00:00:00+00,Becontree station
549022.5413,52943.5413,88.1408,184709.7413,390,Dagenham Heathway,District,940GZZLUDGY,"tube, bus",Fully Accessible,No,London Underground,2021/11/29 00:00:00+00,Dagenham Heathway station
550293.9749,54214.9749,90.2575,185030.270500001,190,Dagenham East,District,940GZZLUDGE,"tube, bus",Not Accessible,No,London Underground,2021/11/29 00:00:00+00,Dagenham East station
552542.0054,56463.0054,94.0000,185716.105799999,191,Elm Park,District,940GZZLUEPK,"bus, tube",Fully Accessible,No,London Underground,2021/11/29 00:00:00+00,Elm Park station
553944.498,57865.498,96.335,186240.2941,192,Hornchurch,District,940GZZLUHCH,"tube, bus",Not Accessible,No,London Underground,2021/11/29 00:00:00+00,Hornchurch station
555088.411,59009.411,98.239,186770.1083,193,Upminster Bridge,District,940GZZLUUPB,"tube, bus",Not Accessible,No,London Underground,2021/11/29 00:00:00+00,Upminster Bridge station
556146.114,60067.114,100.000,186868.406300001,287,Upminster,District,940GZZLUUPM,tube,Fully Accessible,No,London Underground,2021/11/29 00:00:00+00,Upminster station
496079.3711,60067.114,,,,,,,,,,,,
556146.114,,,,,,,,,,,,,
